period,monthly,weekly
2015-07-31,0.7480018364432826,
2015-08-31,0.8057750979348861,
2015-09-30,0.7783659975767228,
2015-10-31,0.7841654370561993,
2015-11-30,0.8200560360126646,
2015-12-31,0.8258667535875233,
2016-01-31,0.7956819492051124,
2016-02-29,0.7329688365278441,
2016-03-31,0.6907143732480125,
2016-04-30,0.7174778276699232,
2016-05-31,0.7727938019613488,
2016-06-30,0.7296942677407476,
2016-07-31,0.6862336463308621,
2016-08-31,0.684285560475284,
2016-09-30,0.6646368220731791,
2016-10-31,0.6005896378943816,
2016-11-30,0.5993402549510888,
2016-12-31,0.5672243038910342,
2017-07-31,0.5790305860945486,
2017-08-31,0.5911213704448877,
2017-09-30,0.6562960095751899,
2017-10-31,0.622389017781313,
2017-11-30,0.6072993229273619,
2017-12-31,0.6324601273847418,
2018-01-31,0.6621459798745546,
2018-02-28,0.6426319873610565,
2018-03-31,0.6217648589980282,
2018-04-30,0.6477244809618079,
2018-05-31,0.5811589016372696,
2018-06-30,0.5934980249967386,
2018-07-31,0.6152409906095753,
2018-08-31,0.6172663732310351,
2018-09-30,0.5910596408434678,
2018-10-31,0.5704660945618062,
2018-11-30,0.5921521573108772,
2018-12-31,0.5132500905901456,
2019-01-31,0.519987590176684,
2019-02-28,0.5367656930723135,
2019-03-31,0.5169913967952351,
2019-04-30,0.6057321023314954,
2019-05-31,0.579699414936723,
2019-06-30,0.5788981601296487,
2019-07-31,0.6306500533701266,
2019-08-31,0.6001515970735781,
2019-09-30,0.589756635127534,
2019-10-31,0.5713872549510316,
2019-11-30,0.5488953787971568,
2019-12-31,0.5946531913852383,
2020-01-31,0.602949001169195,
2020-02-29,0.6935723097729041,
2020-03-31,0.6403557805074184,
2020-04-30,0.650247624301451,
2020-05-31,0.6404989539778573,
2020-06-30,0.6663370447018476,
2020-07-31,0.6605764484374681,
2020-08-31,0.6609179530834832,
2020-09-30,0.6413482129359568,
2020-10-31,0.5544690841849672,
2020-11-30,0.540634985927717,
2020-12-31,0.531290315528958,
2021-01-31,0.5028920346616064,
2021-02-28,0.48684065833008444,
2021-03-31,0.49109815650531985,
2021-04-30,0.5036609835466019,
2021-05-31,0.4844081259995875,
2021-06-30,0.48072054410827975,
2021-07-31,0.5132678433988842,
2021-08-31,0.5082775043052918,
2021-09-30,0.5361658037929141,
2021-10-31,0.5263466183418024,
2021-11-30,0.4987829817381794,
2021-12-31,0.46028452651031126,
2022-01-31,0.4575881004519256,
2022-02-28,0.48471141270570506,
2022-03-31,0.48330492833649524,
2022-04-30,0.5006965061419705,
2022-05-31,0.5269356404609272,
2022-06-30,0.4690022575922563,
2022-07-31,0.49405224988810775,
2022-08-31,0.5052967828908962,
2022-09-30,0.5134292335939183,
2022-10-31,0.49232999540826355,
2022-11-11,,1.0
2022-11-18,,1.0
2022-11-25,,1.0
2022-11-30,0.48849763902353677,
2022-12-02,,1.0
2022-12-09,,1.0
2022-12-16,,1.0
2022-12-23,,1.0
2022-12-30,,1.0
2022-12-31,0.41659090364418266,
2023-01-06,,1.0
2023-01-13,,1.0
2023-01-20,,1.0
2023-01-27,,1.0
2023-01-31,0.4210903896147302,
2023-02-03,,1.0
2023-02-10,,1.0
2023-02-17,,1.0
2023-02-24,,1.0
2023-02-28,0.4371038367081117,
2023-03-03,,1.0
2023-03-10,,1.0
2023-03-17,,1.0
2023-03-24,,1.0
2023-03-31,0.4406612997304728,1.0
2023-04-07,,1.0
2023-04-14,,1.0
2023-04-21,,1.0
2023-04-28,,1.0
2023-04-30,0.4562871708836367,
2023-05-05,,1.0
2023-05-12,,1.0
2023-05-19,,1.0
2023-05-26,,1.0
2023-05-31,0.4584247637959694,
2023-06-02,,1.0
2023-06-09,,1.0
2023-06-16,,1.0
2023-06-23,,1.0
2023-06-30,0.42634014116269875,1.0
2023-07-07,,1.0
2023-07-14,,1.0
2023-07-21,,1.0
2023-07-28,,1.0
2023-07-31,0.44451901680410116,
2023-08-04,,1.0
2023-08-11,,1.0
2023-08-18,,1.0
2023-08-25,,1.0
2023-08-31,0.45439080615157884,
2023-09-01,,1.0
2023-09-08,,1.0
2023-09-15,,1.0
2023-09-22,,1.0
2023-09-29,,1.0
2023-09-30,0.4587262570091397,
2023-10-06,,1.0
2023-10-13,,1.0
2023-10-20,,1.0
2023-10-27,,1.0
2023-10-31,0.47866231037869045,
2023-11-03,,1.0
2023-11-10,,0.9370384494466367
2023-11-17,,0.9424371495844542
2023-11-24,,0.9111730799043336
2023-11-30,0.4342181432028275,
2023-12-01,,0.8194461266756413
2023-12-08,,0.757774876403386
2023-12-15,,0.7833369385743345
2023-12-22,,0.7691056202879356
2023-12-29,,0.7378117477454597
2023-12-31,0.4765680092613685,
2024-01-05,,0.7871096698649062
2024-01-12,,0.8293487003690518
2024-01-19,,0.8472540216751854
2024-01-26,,0.8468910587278343
2024-01-31,0.5037644340418722,
2024-02-02,,0.880123907456809
2024-02-09,,0.8733362725976748
2024-02-16,,0.8919826445595893
2024-02-23,,0.9030317202660699
2024-02-29,0.4975108320370387,
2024-03-01,,0.9090995512013591
2024-03-08,,0.8974624793583048
2024-03-15,,0.9085746308707191
2024-03-22,,0.8839807272750075
2024-03-29,,0.8792498265527754
2024-03-31,0.47931957669678815,
2024-04-05,,0.8864082165702691
2024-04-12,,0.8738331526363908
2024-04-19,,0.8594846458369242
2024-04-26,,0.8334813855728008
2024-04-30,0.48999944473500684,
2024-05-03,,0.8587532386987792
2024-05-10,,0.8423296005733347
2024-05-17,,0.8851232227200403
2024-05-24,,0.896041622928411
2024-05-31,0.501197579902813,0.8594093980854474
2024-06-07,,0.9044519951760424
2024-06-14,,0.9285057296714685
2024-06-21,,0.9059187782927762
2024-06-28,,0.921610199341728
2024-06-30,0.4615510406548758,
2024-07-05,,0.8997999748589849
2024-07-12,,0.8567417822482445
2024-07-19,,0.843461243394477
2024-07-26,,0.8221686432687705
2024-07-31,0.48713193362799856,
2024-08-02,,0.8382922321846633
2024-08-09,,0.8543058448638862
2024-08-16,,0.858965748608021
2024-08-23,,0.8694747863850614
2024-08-30,,0.8796767817736277
2024-08-31,0.48158145397467755,
2024-09-06,,0.8960243573830234
2024-09-13,,0.8705444333046114
2024-09-20,,0.8701066403817754
2024-09-27,,0.8737435475044573
2024-09-30,0.5106745504530882,
2024-10-04,,0.8648193899443871
2024-10-11,,0.9004692016712568
2024-10-18,,0.8898062090115995
2024-10-25,,0.882686779333333
2024-10-31,0.5260106997353987,
2024-11-01,,0.8747200289120651
2024-11-08,,0.8837669844262837
2024-11-15,,0.9116230373344615
2024-11-22,,0.9020122674792986
2024-11-29,,0.9113981919442489
2024-11-30,0.5187126512312492,
2024-12-06,,0.8583628560840477
2024-12-13,,0.8848964365743824
2024-12-20,,0.8797808352490212
2024-12-27,,0.8723157075930549
2024-12-31,0.5420723974917068,
2025-01-03,,0.887568177310323
2025-01-10,,0.9034460366644647
2025-01-17,,0.9146575398605121
2025-01-24,,0.9325645596327088
2025-01-31,0.5521082947766524,1.0058185903174806
2025-02-07,,0.990815333735382
2025-02-14,,0.9500992776296626
2025-02-21,,0.9413983057701415
2025-02-28,0.4977865747725474,0.8790118303678304
2025-03-07,,0.8577331804069961
2025-03-14,,0.8744567189353915
2025-03-21,,0.8840794465670224
2025-03-28,,0.9255769301004104
2025-03-31,0.52001424851033,
2025-04-04,,0.9373936522336546
2025-04-11,,0.9383796109748774
2025-04-18,,0.9049167065328529
2025-04-25,,0.9181014949747853
2025-04-30,0.510257839158975,
2025-05-02,,0.8975651753877025
2025-05-09,,0.8612696293877622
2025-05-16,,0.889830121646026
2025-05-23,,0.8849753480946237
2025-05-30,,0.883094044913044
2025-05-31,0.4759363080270349,
2025-06-06,,0.8206067104292988
2025-06-13,,0.8296465319854078
2025-06-20,,0.8231682193431408
2025-06-27,,0.8019730235635323
2025-06-30,0.45667214771323855,
2025-07-04,,0.7777793840690684
2025-07-11,,0.8005562615228851
2025-07-18,,0.7878805551491553
2025-07-25,,0.8269255449661597
2025-07-31,0.4422408667160233,
2025-08-01,,0.8247000878655728
2025-08-08,,0.8045141886875316
2025-08-15,,0.7934134874487159
2025-08-22,,0.7988226373846087
2025-08-29,,0.7985297718725345
2025-08-31,0.47154081737069664,
2025-09-05,,0.8052905729823719
2025-09-12,,0.8262226515938192
2025-09-19,,0.8509457660165312
2025-09-26,,0.8052677815719872
2025-09-30,0.47288460330793664,
2025-10-03,,0.8116429419858782
2025-10-10,,0.8130118495841276
2025-10-17,,0.8033469237595433
2025-10-24,,0.8633139863500459
2025-10-31,0.4674002186328258,0.8783554151119448
2025-11-07,,0.8571283872609515
2025-11-14,,0.8585808780255224
2025-11-21,,0.8611350023612759
2025-11-28,,0.8672696526078942
2025-11-30,0.4664779582442471,
2025-12-05,,0.876090825312911
2025-12-12,,0.8596389917648425
2025-12-19,,0.8849831646858358
2025-12-26,,0.8716053340345123
2025-12-31,0.5497751006697252,
2026-01-02,,0.8852257843297549
2026-01-09,,0.9110849468777719
2026-01-16,,0.9132328917680698
2026-01-23,,0.9694129162119771
2026-01-30,,0.9223607753261985
2026-01-31,0.5527355155257259,
2026-02-06,,0.9357424292955157
2026-02-13,,0.9524622675759004
2026-02-20,,0.9561242963703747
2026-02-27,,0.8894320445533175
2026-02-28,0.5274767560955971,
2026-03-06,,0.9238970308848947
2026-03-13,,0.9302523237379404
2026-03-20,,0.9573966281609293
2026-03-27,,0.9488187858057555
2026-03-31,0.5970004727374345,
2026-04-03,,1.0065993579532238
2026-04-10,,0.9969537467033882
2026-04-17,,1.0232994755883587
2026-04-24,,1.0440940529561078
2026-04-30,0.6137590855091406,
2026-05-01,,1.043136105968492
2026-05-08,,1.116933342702846
2026-05-15,,1.0636316459209827
2026-05-22,,1.0668543018029608
2026-05-29,,1.0571406037649482
2026-05-31,0.6361654361604155,
2026-06-05,,1.084899783780437
2026-06-12,,1.1066119822536666
2026-06-19,,1.1066119822536666
2026-06-30,0.6361654361604155,
